subject,trial,emotion_num,emotion,speech_start_time,speech_stop_time,speech_duration,audio_wav_filepath,audio_mfcc_100ms_50ms_filepath,audio_mfcc_20ms_10ms_filepath,raw_eeg_filepath,raw_emg_filepath,processed_eeg_filepath,processed_emg_filepath,face_vgg16_features_filepath
1,22,6,fear,1.15,2.05,0.9,s01/t022/s01_t022.wav,s01/t022/s01_t022_audio_mfcc_window100ms_overlap50ms.npy,s01/t022/s01_t022_audio_mfcc_window20ms_overlap10ms.npy,s01/t022/s01_t022_raw_eeg_5kHz.npy,s01/t022/s01_t022_raw_emg_5kHz.npy,s01/t022/s01_t022_processed_eeg_1kHz.npy,s01/t022/s01_t022_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
1,23,2,anger,1.0499999999999998,2.05,1.0,s01/t023/s01_t023.wav,s01/t023/s01_t023_audio_mfcc_window100ms_overlap50ms.npy,s01/t023/s01_t023_audio_mfcc_window20ms_overlap10ms.npy,s01/t023/s01_t023_raw_eeg_5kHz.npy,s01/t023/s01_t023_raw_emg_5kHz.npy,s01/t023/s01_t023_processed_eeg_1kHz.npy,s01/t023/s01_t023_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
1,24,8,happy,0.98,1.98,1.0,s01/t024/s01_t024.wav,s01/t024/s01_t024_audio_mfcc_window100ms_overlap50ms.npy,s01/t024/s01_t024_audio_mfcc_window20ms_overlap10ms.npy,s01/t024/s01_t024_raw_eeg_5kHz.npy,s01/t024/s01_t024_raw_emg_5kHz.npy,s01/t024/s01_t024_processed_eeg_1kHz.npy,s01/t024/s01_t024_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
1,25,12,surprise,1.1,2.0,0.9,s01/t025/s01_t025.wav,s01/t025/s01_t025_audio_mfcc_window100ms_overlap50ms.npy,s01/t025/s01_t025_audio_mfcc_window20ms_overlap10ms.npy,s01/t025/s01_t025_raw_eeg_5kHz.npy,s01/t025/s01_t025_raw_emg_5kHz.npy,s01/t025/s01_t025_processed_eeg_1kHz.npy,s01/t025/s01_t025_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
1,26,14,neutral,1.0299999999999998,2.03,1.0,s01/t026/s01_t026.wav,s01/t026/s01_t026_audio_mfcc_window100ms_overlap50ms.npy,s01/t026/s01_t026_audio_mfcc_window20ms_overlap10ms.npy,s01/t026/s01_t026_raw_eeg_5kHz.npy,s01/t026/s01_t026_raw_emg_5kHz.npy,s01/t026/s01_t026_processed_eeg_1kHz.npy,s01/t026/s01_t026_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
1,27,10,sad,1.2,2.35,1.15,s01/t027/s01_t027.wav,s01/t027/s01_t027_audio_mfcc_window100ms_overlap50ms.npy,s01/t027/s01_t027_audio_mfcc_window20ms_overlap10ms.npy,s01/t027/s01_t027_raw_eeg_5kHz.npy,s01/t027/s01_t027_raw_emg_5kHz.npy,s01/t027/s01_t027_processed_eeg_1kHz.npy,s01/t027/s01_t027_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
1,28,4,disgust,1.2,2.3,1.1,s01/t028/s01_t028.wav,s01/t028/s01_t028_audio_mfcc_window100ms_overlap50ms.npy,s01/t028/s01_t028_audio_mfcc_window20ms_overlap10ms.npy,s01/t028/s01_t028_raw_eeg_5kHz.npy,s01/t028/s01_t028_raw_emg_5kHz.npy,s01/t028/s01_t028_processed_eeg_1kHz.npy,s01/t028/s01_t028_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
1,29,4,disgust,1.0,2.05,1.05,s01/t029/s01_t029.wav,s01/t029/s01_t029_audio_mfcc_window100ms_overlap50ms.npy,s01/t029/s01_t029_audio_mfcc_window20ms_overlap10ms.npy,s01/t029/s01_t029_raw_eeg_5kHz.npy,s01/t029/s01_t029_raw_emg_5kHz.npy,s01/t029/s01_t029_processed_eeg_1kHz.npy,s01/t029/s01_t029_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
1,30,8,happy,1.05,2.05,1.0,s01/t030/s01_t030.wav,s01/t030/s01_t030_audio_mfcc_window100ms_overlap50ms.npy,s01/t030/s01_t030_audio_mfcc_window20ms_overlap10ms.npy,s01/t030/s01_t030_raw_eeg_5kHz.npy,s01/t030/s01_t030_raw_emg_5kHz.npy,s01/t030/s01_t030_processed_eeg_1kHz.npy,s01/t030/s01_t030_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
1,31,2,anger,1.05,2.2,1.15,s01/t031/s01_t031.wav,s01/t031/s01_t031_audio_mfcc_window100ms_overlap50ms.npy,s01/t031/s01_t031_audio_mfcc_window20ms_overlap10ms.npy,s01/t031/s01_t031_raw_eeg_5kHz.npy,s01/t031/s01_t031_raw_emg_5kHz.npy,s01/t031/s01_t031_processed_eeg_1kHz.npy,s01/t031/s01_t031_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
1,32,12,surprise,1.25,2.15,0.9,s01/t032/s01_t032.wav,s01/t032/s01_t032_audio_mfcc_window100ms_overlap50ms.npy,s01/t032/s01_t032_audio_mfcc_window20ms_overlap10ms.npy,s01/t032/s01_t032_raw_eeg_5kHz.npy,s01/t032/s01_t032_raw_emg_5kHz.npy,s01/t032/s01_t032_processed_eeg_1kHz.npy,s01/t032/s01_t032_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
1,33,10,sad,1.1,2.45,1.35,s01/t033/s01_t033.wav,s01/t033/s01_t033_audio_mfcc_window100ms_overlap50ms.npy,s01/t033/s01_t033_audio_mfcc_window20ms_overlap10ms.npy,s01/t033/s01_t033_raw_eeg_5kHz.npy,s01/t033/s01_t033_raw_emg_5kHz.npy,s01/t033/s01_t033_processed_eeg_1kHz.npy,s01/t033/s01_t033_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
1,34,6,fear,1.25,2.25,1.0,s01/t034/s01_t034.wav,s01/t034/s01_t034_audio_mfcc_window100ms_overlap50ms.npy,s01/t034/s01_t034_audio_mfcc_window20ms_overlap10ms.npy,s01/t034/s01_t034_raw_eeg_5kHz.npy,s01/t034/s01_t034_raw_emg_5kHz.npy,s01/t034/s01_t034_processed_eeg_1kHz.npy,s01/t034/s01_t034_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
1,35,14,neutral,1.15,2.0,0.85,s01/t035/s01_t035.wav,s01/t035/s01_t035_audio_mfcc_window100ms_overlap50ms.npy,s01/t035/s01_t035_audio_mfcc_window20ms_overlap10ms.npy,s01/t035/s01_t035_raw_eeg_5kHz.npy,s01/t035/s01_t035_raw_emg_5kHz.npy,s01/t035/s01_t035_processed_eeg_1kHz.npy,s01/t035/s01_t035_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
1,36,10,sad,1.4,2.55,1.15,s01/t036/s01_t036.wav,s01/t036/s01_t036_audio_mfcc_window100ms_overlap50ms.npy,s01/t036/s01_t036_audio_mfcc_window20ms_overlap10ms.npy,s01/t036/s01_t036_raw_eeg_5kHz.npy,s01/t036/s01_t036_raw_emg_5kHz.npy,s01/t036/s01_t036_processed_eeg_1kHz.npy,s01/t036/s01_t036_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
1,37,4,disgust,1.4,2.45,1.05,s01/t037/s01_t037.wav,s01/t037/s01_t037_audio_mfcc_window100ms_overlap50ms.npy,s01/t037/s01_t037_audio_mfcc_window20ms_overlap10ms.npy,s01/t037/s01_t037_raw_eeg_5kHz.npy,s01/t037/s01_t037_raw_emg_5kHz.npy,s01/t037/s01_t037_processed_eeg_1kHz.npy,s01/t037/s01_t037_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
1,38,2,anger,1.15,2.2,1.05,s01/t038/s01_t038.wav,s01/t038/s01_t038_audio_mfcc_window100ms_overlap50ms.npy,s01/t038/s01_t038_audio_mfcc_window20ms_overlap10ms.npy,s01/t038/s01_t038_raw_eeg_5kHz.npy,s01/t038/s01_t038_raw_emg_5kHz.npy,s01/t038/s01_t038_processed_eeg_1kHz.npy,s01/t038/s01_t038_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
1,39,12,surprise,1.3,2.15,0.85,s01/t039/s01_t039.wav,s01/t039/s01_t039_audio_mfcc_window100ms_overlap50ms.npy,s01/t039/s01_t039_audio_mfcc_window20ms_overlap10ms.npy,s01/t039/s01_t039_raw_eeg_5kHz.npy,s01/t039/s01_t039_raw_emg_5kHz.npy,s01/t039/s01_t039_processed_eeg_1kHz.npy,s01/t039/s01_t039_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
1,40,8,happy,1.1,2.15,1.05,s01/t040/s01_t040.wav,s01/t040/s01_t040_audio_mfcc_window100ms_overlap50ms.npy,s01/t040/s01_t040_audio_mfcc_window20ms_overlap10ms.npy,s01/t040/s01_t040_raw_eeg_5kHz.npy,s01/t040/s01_t040_raw_emg_5kHz.npy,s01/t040/s01_t040_processed_eeg_1kHz.npy,s01/t040/s01_t040_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
1,41,14,neutral,1.3,2.25,0.95,s01/t041/s01_t041.wav,s01/t041/s01_t041_audio_mfcc_window100ms_overlap50ms.npy,s01/t041/s01_t041_audio_mfcc_window20ms_overlap10ms.npy,s01/t041/s01_t041_raw_eeg_5kHz.npy,s01/t041/s01_t041_raw_emg_5kHz.npy,s01/t041/s01_t041_processed_eeg_1kHz.npy,s01/t041/s01_t041_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
1,42,6,fear,1.45,2.4,0.95,s01/t042/s01_t042.wav,s01/t042/s01_t042_audio_mfcc_window100ms_overlap50ms.npy,s01/t042/s01_t042_audio_mfcc_window20ms_overlap10ms.npy,s01/t042/s01_t042_raw_eeg_5kHz.npy,s01/t042/s01_t042_raw_emg_5kHz.npy,s01/t042/s01_t042_processed_eeg_1kHz.npy,s01/t042/s01_t042_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
1,43,8,happy,1.25,2.2,0.95,s01/t043/s01_t043.wav,s01/t043/s01_t043_audio_mfcc_window100ms_overlap50ms.npy,s01/t043/s01_t043_audio_mfcc_window20ms_overlap10ms.npy,s01/t043/s01_t043_raw_eeg_5kHz.npy,s01/t043/s01_t043_raw_emg_5kHz.npy,s01/t043/s01_t043_processed_eeg_1kHz.npy,s01/t043/s01_t043_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
1,44,2,anger,1.15,2.2,1.05,s01/t044/s01_t044.wav,s01/t044/s01_t044_audio_mfcc_window100ms_overlap50ms.npy,s01/t044/s01_t044_audio_mfcc_window20ms_overlap10ms.npy,s01/t044/s01_t044_raw_eeg_5kHz.npy,s01/t044/s01_t044_raw_emg_5kHz.npy,s01/t044/s01_t044_processed_eeg_1kHz.npy,s01/t044/s01_t044_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
1,45,12,surprise,1.3,2.15,0.85,s01/t045/s01_t045.wav,s01/t045/s01_t045_audio_mfcc_window100ms_overlap50ms.npy,s01/t045/s01_t045_audio_mfcc_window20ms_overlap10ms.npy,s01/t045/s01_t045_raw_eeg_5kHz.npy,s01/t045/s01_t045_raw_emg_5kHz.npy,s01/t045/s01_t045_processed_eeg_1kHz.npy,s01/t045/s01_t045_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
1,46,10,sad,1.25,2.6,1.35,s01/t046/s01_t046.wav,s01/t046/s01_t046_audio_mfcc_window100ms_overlap50ms.npy,s01/t046/s01_t046_audio_mfcc_window20ms_overlap10ms.npy,s01/t046/s01_t046_raw_eeg_5kHz.npy,s01/t046/s01_t046_raw_emg_5kHz.npy,s01/t046/s01_t046_processed_eeg_1kHz.npy,s01/t046/s01_t046_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
1,47,6,fear,1.45,2.3,0.85,s01/t047/s01_t047.wav,s01/t047/s01_t047_audio_mfcc_window100ms_overlap50ms.npy,s01/t047/s01_t047_audio_mfcc_window20ms_overlap10ms.npy,s01/t047/s01_t047_raw_eeg_5kHz.npy,s01/t047/s01_t047_raw_emg_5kHz.npy,s01/t047/s01_t047_processed_eeg_1kHz.npy,s01/t047/s01_t047_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
1,48,4,disgust,1.45,2.3,0.85,s01/t048/s01_t048.wav,s01/t048/s01_t048_audio_mfcc_window100ms_overlap50ms.npy,s01/t048/s01_t048_audio_mfcc_window20ms_overlap10ms.npy,s01/t048/s01_t048_raw_eeg_5kHz.npy,s01/t048/s01_t048_raw_emg_5kHz.npy,s01/t048/s01_t048_processed_eeg_1kHz.npy,s01/t048/s01_t048_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
1,49,14,neutral,1.35,2.2,0.85,s01/t049/s01_t049.wav,s01/t049/s01_t049_audio_mfcc_window100ms_overlap50ms.npy,s01/t049/s01_t049_audio_mfcc_window20ms_overlap10ms.npy,s01/t049/s01_t049_raw_eeg_5kHz.npy,s01/t049/s01_t049_raw_emg_5kHz.npy,s01/t049/s01_t049_processed_eeg_1kHz.npy,s01/t049/s01_t049_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
1,50,2,anger,1.55,2.4,0.85,s01/t050/s01_t050.wav,s01/t050/s01_t050_audio_mfcc_window100ms_overlap50ms.npy,s01/t050/s01_t050_audio_mfcc_window20ms_overlap10ms.npy,s01/t050/s01_t050_raw_eeg_5kHz.npy,s01/t050/s01_t050_raw_emg_5kHz.npy,s01/t050/s01_t050_processed_eeg_1kHz.npy,s01/t050/s01_t050_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
1,51,8,happy,1.3,2.25,0.95,s01/t051/s01_t051.wav,s01/t051/s01_t051_audio_mfcc_window100ms_overlap50ms.npy,s01/t051/s01_t051_audio_mfcc_window20ms_overlap10ms.npy,s01/t051/s01_t051_raw_eeg_5kHz.npy,s01/t051/s01_t051_raw_emg_5kHz.npy,s01/t051/s01_t051_processed_eeg_1kHz.npy,s01/t051/s01_t051_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
1,52,10,sad,1.3,2.7,1.4,s01/t052/s01_t052.wav,s01/t052/s01_t052_audio_mfcc_window100ms_overlap50ms.npy,s01/t052/s01_t052_audio_mfcc_window20ms_overlap10ms.npy,s01/t052/s01_t052_raw_eeg_5kHz.npy,s01/t052/s01_t052_raw_emg_5kHz.npy,s01/t052/s01_t052_processed_eeg_1kHz.npy,s01/t052/s01_t052_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
1,53,12,surprise,1.4300000000000002,2.43,1.0,s01/t053/s01_t053.wav,s01/t053/s01_t053_audio_mfcc_window100ms_overlap50ms.npy,s01/t053/s01_t053_audio_mfcc_window20ms_overlap10ms.npy,s01/t053/s01_t053_raw_eeg_5kHz.npy,s01/t053/s01_t053_raw_emg_5kHz.npy,s01/t053/s01_t053_processed_eeg_1kHz.npy,s01/t053/s01_t053_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
1,54,14,neutral,1.3,2.2,0.9,s01/t054/s01_t054.wav,s01/t054/s01_t054_audio_mfcc_window100ms_overlap50ms.npy,s01/t054/s01_t054_audio_mfcc_window20ms_overlap10ms.npy,s01/t054/s01_t054_raw_eeg_5kHz.npy,s01/t054/s01_t054_raw_emg_5kHz.npy,s01/t054/s01_t054_processed_eeg_1kHz.npy,s01/t054/s01_t054_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
1,55,4,disgust,1.75,2.7,0.95,s01/t055/s01_t055.wav,s01/t055/s01_t055_audio_mfcc_window100ms_overlap50ms.npy,s01/t055/s01_t055_audio_mfcc_window20ms_overlap10ms.npy,s01/t055/s01_t055_raw_eeg_5kHz.npy,s01/t055/s01_t055_raw_emg_5kHz.npy,s01/t055/s01_t055_processed_eeg_1kHz.npy,s01/t055/s01_t055_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
1,56,6,fear,1.75,2.65,0.9,s01/t056/s01_t056.wav,s01/t056/s01_t056_audio_mfcc_window100ms_overlap50ms.npy,s01/t056/s01_t056_audio_mfcc_window20ms_overlap10ms.npy,s01/t056/s01_t056_raw_eeg_5kHz.npy,s01/t056/s01_t056_raw_emg_5kHz.npy,s01/t056/s01_t056_processed_eeg_1kHz.npy,s01/t056/s01_t056_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
1,57,10,sad,1.45,2.75,1.3,s01/t057/s01_t057.wav,s01/t057/s01_t057_audio_mfcc_window100ms_overlap50ms.npy,s01/t057/s01_t057_audio_mfcc_window20ms_overlap10ms.npy,s01/t057/s01_t057_raw_eeg_5kHz.npy,s01/t057/s01_t057_raw_emg_5kHz.npy,s01/t057/s01_t057_processed_eeg_1kHz.npy,s01/t057/s01_t057_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
1,58,2,anger,1.35,2.55,1.2,s01/t058/s01_t058.wav,s01/t058/s01_t058_audio_mfcc_window100ms_overlap50ms.npy,s01/t058/s01_t058_audio_mfcc_window20ms_overlap10ms.npy,s01/t058/s01_t058_raw_eeg_5kHz.npy,s01/t058/s01_t058_raw_emg_5kHz.npy,s01/t058/s01_t058_processed_eeg_1kHz.npy,s01/t058/s01_t058_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
